名稱	地址	緯度	經度	電話
江泰興耳鼻喉科診所	高雄鳳山區澄清路97號	22.6289695	120.3442773	07-7422296
黃榮隆診所	高雄鳳山區文衡路460號	22.6407302	120.3513786	07-7767700
祐幼小兒科診所	高雄鳳山區文衡路377號1樓	22.6405538	120.3513466	07-7769977
文衡診所	高雄鳳山區文衡路344號	22.6402089	120.3549872	07-7768185
高內兒科診所	高雄鳳山區民生路81號	22.62638	120.3609131	07-7424597
黃大沅小兒科診所	高雄鳳山區青年路二段468號	22.6439604	120.3515256	07-7679299
陳柏蒼耳鼻喉科診所	高雄鳳山區文衡路480號	22.6411018	120.3503412	07-7775388
大東醫院	高雄鳳山區光遠路171之2號	22.6253849	120.3619182	07-7463762
文華耳鼻喉科診所	高雄鳳山區文化路117號1樓	22.6343186	120.3518872	07-7902555
羅小兒科診所	高雄鳳山區青年路二段173號	22.6347849	120.350172	07-7778248
優生婦產科醫院	高雄鳳山區自由路189號	22.6256041	120.3511186	07-7478629
高丹榕診所	高雄鳳山區光復路二段223號1樓	22.6292481	120.3446634	07-7475556
台安診所	高雄鳳山區雙慈街26號	22.625005	120.357094	07-7410268
聖壹診所	高雄鳳山區瑞興路482號1樓	22.631121	120.3699702	07-7014755
民安診所	高雄鳳山區光遠路298號	22.6257736	120.3610738	07-7464813
林誓揚診所	高雄鳳山區經武路18號	22.626188	120.362202	07-7482227
高雄市立鳳山醫院	高雄鳳山區經武路42號	22.6285095	120.363105	07-7418151
正宏耳鼻喉科診所	高雄鳳山區光遠路189號1樓	22.6255304	120.3612474	07-7451196
國民小兒科診所	高雄鳳山區中正路37號	22.6252501	120.3592488	07-7427925
王楩楠內兒科診所	高雄鳳山區光遠路82號	22.624072	120.36621	07-7460334
吳文誌診所	高雄鳳山區鳳林路258號1樓	22.6223065	120.3768917	07-7820958
文德診所	高雄鳳山區文衡路301號1樓	22.6401749	120.35352	07-7805189
佑安耳鼻喉科診所	高雄鳳山區中山東路164號1樓	22.6258199	120.3748169	07-7030333
誠愛診所	高雄鳳山區誠愛路1號1樓	22.6091054	120.3589402	07-7556028
鳳山全民診所	高雄鳳山區博愛路328號	22.630812	120.3686642	07-7037038
韓台基診所	高雄鳳山區新富路333號	22.6131352	120.3446975	07-7662525
吳辰龍耳鼻喉科診所	高雄鳳山區新富路352號	22.612722	120.343042	07-7661910
凱旋診所	高雄鳳山區凱旋路261號	22.6134056	120.3491675	07-7637639
何鴻鈞診所	高雄鳳山區林森路324號	22.5968149	120.3378778	07-7716819
聖恩診所	高雄鳳山區五甲二路395號	22.5977088	120.335441	07-7219819
錦明小兒科診所	高雄鳳山區自強二路171號	22.596975	120.3269783	07-7683688
陳弘列內兒科診所	高雄鳳山區五甲二路697號	22.5938896	120.3291517	07-8111227
新宏亞診所	高雄鳳山區五甲三路14號	22.5932435	120.3279565	07-8229340
惠德醫院	高雄鳳山區福祥街81號1至2樓	22.5921035	120.3251207	07-8126000
杏和醫院	高雄鳳山區五甲二路389號	22.5977962	120.3355657	07-7613111
上健診所	高雄鳳山區中崙四路12號1樓	22.5995347	120.3521459	07-7532687
佳醫診所	高雄鳳山區五甲二路357號	22.5980916	120.3362191	07-7219191
九大五甲診所	高雄鳳山區五甲二路348號1樓	22.5995541	120.337679	07-7276789
曾建森診所	高雄鳳山區五甲三路57號1樓	22.592263	120.3270791	07-8121515
澄明診所	高雄鳳山區國富路28號	22.615551	120.349794	07-7633595
昭融耳鼻喉科診所	高雄鳳山區新富路362號	22.612745	120.343259	07-7667791
黃柏仁診所	高雄鳳山區文豐街36巷3號1樓	22.5968038	120.3358403	07-7132835
黃智興診所	高雄鳳山區五甲二路356之1號1樓	22.5993025	120.3374998	07-7276688
仁恩診所	高雄鳳山區五甲三路79號1樓	22.5920142	120.3265044	07-8133897
吳文紹診所	高雄鳳山區五甲三路3號	22.5930042	120.3280997	07-8111688
嘉美診所	高雄鳳山區中山路79號	22.621417	120.36016	07-7413668
健元內科診所	高雄鳳山區武慶二路126號	22.6128081	120.3327992	07-7164100
葉耳鼻喉科診所	高雄鳳山區青年路二段373號1樓	22.6419669	120.3513199	07-7778783
國仁內科小兒科診所	高雄鳳山區中山西路2之3號	22.626248	120.3554661	07-7461855
趙大夫診所	高雄鳳山區瑞竹路97號	22.6263514	120.3675127	07-7104010
杏康診所	高雄鳳山區文化路47之1號1樓	22.633544	120.356343	07-7407580
郭崇志診所	高雄鳳山區光復路一段171號	22.6291624	120.3498568	07-7100192
鳳山健安診所	高雄鳳山區青年路二段358之1號1至2樓	22.6419612	120.3513569	07-7677002
仁惠婦幼醫院	高雄鳳山區自由路81號	22.625853	120.3533809	07-7104397
超群診所	高雄鳳山區五甲一路221號	22.6181028	120.3550138	07-7401582
蔡崇毅診所	高雄鳳山區仁愛路12號	22.6229923	120.3730242	07-7021651
文山長慶小兒科診所	高雄鳳山區文龍東路738號1樓	22.6429767	120.3525147	07-7774098
文山診所	高雄鳳山區建國路三段157號1樓	22.6370914	120.3534763	07-7107010
吳萍建小兒科診所	高雄鳳山區瑞明街90巷8號1樓	22.627619	120.37162	07-7191180
詹文祥耳鼻喉科診所	高雄鳳山區曹公路14號1樓	22.6284272	120.3573028	07-7425003
陳茂展診所	高雄鳳山區鳳松路61號1至3樓	22.6345754	120.361613	07-7107302
孟昌診所	高雄鳳山區海洋二路39號1樓	22.6104838	120.3465771	07-7650908
詠馨診所	高雄鳳山區五福一路6號1樓	22.6290162	120.3182392	07-8119789
嘉佑診所	高雄鳳山區五甲二路357號1樓	22.5980916	120.3362191	07-7215716
朝仁耳鼻喉科診所	高雄鳳山區自強二路172號1樓	22.5970556	120.327241	07-8110527
鳳德診所	高雄鳳山區南京路153之21號	22.6090963	120.3452368	07-7663893
鳳頂診所	高雄鳳山區鳳頂路380號	22.593739	120.359234	07-7962166
李威德診所	高雄鳳山區五甲三路48號	22.592893	120.327362	07-8227676
新高鳳醫院	高雄鳳山區光遠路360號	22.6262003	120.3587368	07-7472320
牛伯伯兒科診所	高雄鳳山區建國路三段338號	22.6378355	120.3491641	07-7808123
韻田耳鼻喉科	高雄鳳山區青年路二段146之2號1樓	22.6338684	120.3501286	07-7991966
呂忠勳診所	高雄鳳山區南京路407號	22.6151815	120.3454878	07-7675176
楊秋龍診所	高雄鳳山區大明路163號	22.6100302	120.3416208	07-7660191
楊寶麟小兒科診所	高雄鳳山區南京路312號	22.6129278	120.3454556	07-7639092
國軍高雄總醫院左營分院	高雄左營區軍校路553號	22.7012121	120.290507	07-5811648
德仁診所	高雄左營區勝利路190號	22.6817426	120.2888253	07-5819228
陳進成診所	高雄左營區華夏路985號1樓	22.681343	120.305221	07-3503387
楊耳鼻喉科診所	高雄左營區後昌路731號	22.7092818	120.2968301	07-3651536
王津勝小兒科診所	高雄左營區華夏路260號1樓	22.670603	120.297169	07-5533243
蘇峯民耳鼻喉科診所	高雄左營區文自路842號1樓	22.6848883	120.3154629	07-3507990
振亮診所	高雄左營區左營大路156號1樓	22.6837242	120.289198	07-5879799
德安診所	高雄左營區民族一路901巷1號	22.681231	120.3182	07-3464695
蔡東隆診所	高雄左營區富國路39號1樓	22.657685	120.3065254	07-5567653
欣正中診所	高雄左營區南屏路245號1樓	22.6696642	120.298045	07-5555171
力人耳鼻喉科診所	高雄左營區自由二路456號1樓	22.6680692	120.3096048	07-5560618
楊東穎診所	高雄左營區自由三路327號1樓	22.6742024	120.3120557	07-3505726
宜家診所	高雄左營區華夏路395號1樓	22.6733991	120.2983962	07-3502766
九大自由診所	高雄左營區自由三路410號1樓	22.6756272	120.3127325	07-3591963
胡義祥內兒科診所	高雄左營區左營大路85號	22.682491	120.288143	07-5826811
金仁福診所	高雄左營區華夏路228號1樓	22.669949	120.296812	07-5529843
楊宜璋耳鼻喉科診所	高雄左營區明誠二路362號1樓	22.6613009	120.307225	07-5591007
裕興診所	高雄左營區自由二路320號1樓	22.664851	120.308617	07-5583277
康澤小兒科診所	高雄左營區自由三路382號1樓	22.6748867	120.312455	07-3453356
福山診所	高雄左營區重愛路218號1樓	22.6856371	120.315641	07-3482323
沈嘉充診所	高雄左營區中華一路5號1樓	22.669611	120.2868464	07-5851778
富誠診所	高雄左營區富國路355號1樓	22.6668778	120.307305	07-5560925
黃昭文診所	高雄左營區自由二路255號1樓	22.6624537	120.3081759	07-5592289
賴孟德診所	高雄左營區孟子路608號	22.678009	120.3038929	07-3439801
加安耳鼻喉科診所	高雄左營區左營大路95號	22.682679	120.288258	07-5816899
晨田耳鼻喉科診所	高雄左營區榮佑路41號1樓	22.6818749	120.3205778	07-3508893
宗禾診所	高雄左營區博愛四路80號1樓	22.6824472	120.3114599	07-3500980
馬遠成診所	高雄左營區果峰街2巷3號1樓	22.6706434	120.2892812	07-5832348
國聖診所	高雄左營區文慈路150號1樓	22.681811	120.31807	07-3506203
謝宗哲耳鼻喉科診所	高雄左營區裕誠路424號1樓	22.665885	120.305458	07-5584717
薛智峰耳鼻喉科診所	高雄左營區華夏路703號1樓	22.678247	120.302006	07-3439190
恩欣小兒科診所	高雄左營區自由四路324號1樓	22.684888	120.316616	07-3451966
長安診所	高雄左營區左營大路253號1樓	22.6861416	120.2904379	07-5821864
陳信旭小兒科診所	高雄左營區明華一路156號1樓	22.6629364	120.3070293	07-5590256
李凱斌小兒科診所	高雄左營區文莊路53號	22.6774015	120.3121505	07-3454784
李全忠診所	高雄左營區自由三路528號1樓	22.678346	120.313721	07-3450696
王欽程診所	高雄左營區華夏路1141號	22.684366	120.309045	07-3491100
傳家家庭醫學科診所	高雄左營區裕誠路265號	22.664604	120.3091309	07-5587919
陳進祥診所	高雄左營區文德路2號	22.6691473	120.3111751	07-3491349
江春木診所	高雄左營區天祥二路105號1樓	22.6685639	120.3136896	07-5567377
中心小兒科診所	高雄左營區新庄仔路179之6號2樓	22.6703792	120.30381	07-3488226
詠康診所	高雄左營區後昌路603號1樓	22.7077817	120.2993636	07-3637880
鄭倩寧家醫科診所	高雄左營區自由二路226號1樓	22.66376	120.308436	07-5507919
廖耳鼻喉科診所	高雄左營區富國路343號	22.6664681	120.307241	07-5509691
雙子星小兒科診所	高雄左營區大中二路238號1樓	22.6790793	120.3141216	07-3501366
誠安診所	高雄左營區裕誠路336號1至2樓	22.6654052	120.3078113	07-5508997
宸華診所	高雄左營區大順一路264號1樓	22.657145	120.30743	07-5580165
蔡鶴峰診所	高雄左營區後昌路601號	22.707571	120.299498	07-3661818
嚴世安診所	高雄左營區翠峰路32號1樓	22.6717507	120.2891788	07-5811746
吉祥診所	高雄左營區翠華路601巷75號1樓	22.6738884	120.2903477	07-5810757
華夏診所	高雄左營區華夏路708號1樓	22.6779064	120.3022713	07-3453961
田源診所	高雄左營區政德路230號	22.67722	120.300269	07-3432641
李建中診所	高雄左營區崇德路238號1樓	22.6753154	120.304755	07-3498018
永霖小兒科診所	高雄左營區孟子路415號1樓	22.6755836	120.3077057	07-3498118
王聖智耳鼻喉科診所	高雄左營區博愛二路292號	22.662418	120.303506	07-5586755
黃慧光皮膚科診所	高雄左營區後昌路631號1至4樓	22.7080389	120.2987155	07-3615530
吳光男小兒科內科診所	高雄左營區廓後街19號	22.6877358	120.2916524	07-5812871
張簡耳鼻喉科診所	高雄左營區自由三路300號1樓	22.6740505	120.3122598	07-3454185
高雄榮民總醫院	高雄左營區大中一路386號	22.6797767	120.3223911	07-3422121
馨蕙馨醫院	高雄左營區明誠二路541號	22.6609865	120.3038197	07-5586080
博愛蕙馨醫院	高雄左營區博愛二路20號1至7樓	22.6596079	120.3031195	07-8628880
彌馨診所	高雄左營區至聖路288號1至3樓及6樓	22.6598273	120.3041548	07-8629880
高雄市立民生醫院	高雄苓雅區凱旋二路134號	22.626625	120.3235881	07-7511131
信義醫療財團法人高雄基督教醫院	高雄苓雅區華新街86號	22.6139795	120.296308	07-3321111
童春診所	高雄苓雅區武慶三路98號	22.6205274	120.3319261	07-7210983
林勁甫耳鼻喉科診所	高雄苓雅區建國一路122號	22.6323031	120.3313161	07-7256515
曾政峰耳鼻喉科診所	高雄苓雅區三多三路112之1號1樓	22.616258	120.310861	07-3352777
一誠診所	高雄苓雅區建國一路115號之5	22.6314174	120.3330282	07-7511156
林仁崇診所	高雄苓雅區正義路235號	22.632728	120.340495	07-7494202
王勇智耳鼻喉科	高雄苓雅區四維二路247號	22.621564	120.31717	07-7253460
羅吉雄內外科診所	高雄苓雅區興中一路259號	22.617467	120.310323	07-3348118
邱康程內科診所	高雄苓雅區建國一路336號	22.6329753	120.3247776	07-2231118
許國泰診所	高雄苓雅區和平二路316號	22.6157768	120.3227171	07-7213916
展穎診所	高雄苓雅區四維一路157號	22.6240919	120.3246258	07-7130822
陳世琛小兒科診所	高雄苓雅區青年一路1之18號1樓	22.624433	120.31573	07-7235923
劉春田內兒科診所	高雄苓雅區五權街106號	22.6212996	120.3220178	07-7514306
張清雲內科小兒科診所	高雄苓雅區成功一路155號	22.6158532	120.2968532	07-3314071
新鴻遠診所	高雄苓雅區建國一路113之2號1樓	22.6313013	120.3331774	07-7229860
許健聰診所	高雄苓雅區和平一路280號	22.633023	120.317061	07-2254639
永康診所	高雄苓雅區光華一路145號	22.6221	120.316108	07-5352200
宗天一皮膚科診所	高雄苓雅區四維三路121之3號1樓	22.618215	120.307884	07-5361100
健維診所	高雄苓雅區福建街25號	22.618919	120.316572	07-3344637
信君耳鼻喉科診所	高雄苓雅區武廟路30號1樓	22.630084	120.3322035	07-7168385
吳國松心臟科診所	高雄苓雅區三多二路283號	22.6188024	120.3199529	07-7614892
聖功醫院	高雄苓雅區建國一路352號	22.6333516	120.3239848	07-2238153
劉永豐診所	高雄苓雅區建國一路15之1號1至2樓	22.6288707	120.3405448	07-7492636
愛欣診所	高雄苓雅區正義路136號3至5樓	22.6309309	120.3394381	07-7497077
光田診所	高雄苓雅區苓雅二路199號	22.616124	120.29604	07-3338336
徐獨立診所	高雄苓雅區武慶三路144號	22.6214508	120.3317966	07-7133284
許桂庭外科診所	高雄苓雅區福德二路47號	22.6314444	120.3278661	07-7222634
顏小兒科診所	高雄苓雅區輔仁路148號1樓	22.6315625	120.3338297	07-7221409
五塊厝診所	高雄苓雅區三多一路139號	22.6230628	120.3324825	07-7614545
宇安診所	高雄苓雅區四維二路94之18號1樓	22.622868	120.320066	07-7511779
黃武雄診所	高雄苓雅區建國一路286號1樓	22.6330489	120.326288	07-7275889
麗水診所	高雄苓雅區四維二路96之4號	22.622423	120.318873	07-7174989
善美診所	高雄苓雅區中華四路120號	22.614665	120.301801	07-3336030
國軍高雄總醫院	高雄苓雅區建軍路5號	22.6259888	120.3419285	07-7496751
泰順聯合診所	高雄苓雅區光華一路148之95號	22.6262041	120.3149565	07-2241595
曾惠仁耳鼻喉科診所	高雄苓雅區三多二路81號	22.6206818	120.3256452	07-7218972
蔡小兒科診所	高雄苓雅區林泉街19號	22.62339	120.3196169	07-7238382
林文樹小兒科內科診所	高雄苓雅區武慶三路89號	22.6215062	120.3315188	07-7611286
乃榮醫療社團法人乃榮醫院	高雄苓雅區三多二路226號B1至5樓	22.6187459	120.318798	07-7613151
阮綜合醫院	高雄苓雅區成功一路162號	22.6153314	120.2976601	07-3351121
邱外科醫院	高雄苓雅區成功一路137號1至6樓	22.6147008	120.297335	07-3364131
林國坤診所	高雄苓雅區建國一路115之4號	22.6315204	120.3327092	07-7225391
聖安診所	高雄苓雅區大順三路186號	22.633411	120.326176	07-7277097
小太陽診所	高雄苓雅區和平一路150號	22.6276215	120.3191394	07-2267753
立佳診所	高雄苓雅區輔仁路149號	22.630232	120.332922	07-7710966
吳三江內科診所	高雄苓雅區憲政路240號1至4樓	22.6366232	120.3212657	07-2222088
馨田耳鼻喉科診所	高雄苓雅區光華一路148之59號	22.623961	120.3157859	07-7160043
惠霖診所	高雄苓雅區建國一路111號	22.6311213	120.3339894	07-7159500
冠泰診所	高雄苓雅區福德二路69號1樓	22.6313029	120.3278367	07-7222628
侯內兒科診所	高雄苓雅區興中一路314號	22.6159707	120.3049908	07-3348656
柯武鎮診所	高雄苓雅區福壽街193號1樓	22.6264571	120.3263257	07-7131840
王骨科診所	高雄苓雅區五福一路161號	22.626645	120.312126	07-2269456
昱泰診所	高雄苓雅區興中一路227號	22.617845	120.311422	07-5378768
邱靖媛小兒專科診所	高雄苓雅區大順三路172號	22.633124	120.326067	07-7215153
小貝貝小兒科診所	高雄苓雅區光華一路25號	22.618911	120.317351	07-3383099
黃寶慧婦產科診所	高雄苓雅區三多三路124號1樓	22.616206	120.310635	07-3308365
吉利診所	高雄苓雅區三多一路173號1樓	22.6227915	120.3317139	07-7515169
芳生內兒科診所	高雄苓雅區河北路154號	22.6275578	120.3257407	07-7616363
康和耳鼻喉科診所	高雄苓雅區復興二路1號	22.616604	120.311587	07-3332866
仁和診所	高雄苓雅區永昌街22號	22.6166123	120.2993225	07-3346988
許耳鼻喉科診所	高雄苓雅區復興二路71號	22.621512	120.309669	07-3340225
盛田婦產科診所	高雄苓雅區興中二路12號	22.615359	120.303228	07-3312686
劉可威診所	高雄苓雅區福建街14號1樓	22.618686	120.316838	07-3352297
潘漢嘉診所	高雄苓雅區英明路118號	22.6142199	120.3253534	07-7153909
鎮安診所	高雄苓雅區輔仁路116號	22.6308089	120.3335334	07-7156166
榮安內兒科	高雄苓雅區四維四路65號	22.615346	120.298958	07-3343467
莘雅皮膚科診所	高雄苓雅區三多二路317號1至2樓	22.6184758	120.3187818	07-7250147
吳玉衡小兒科診所	高雄苓雅區青年一路1之17號	22.6244686	120.3158538	07-7234526
陳清裕小兒科診所	高雄苓雅區三多一路327號	22.6216686	120.328505	07-7517221
安田婦產科診所	高雄苓雅區三多二路353號	22.618275	120.31808	07-7255167
懷恩婦產科診所	高雄苓雅區三多一路205號	22.622504	120.3309512	07-7273738
徐貴勝診所	高雄苓雅區六合路52號	22.632259	120.317877	07-2240668
楊朝欽內科診所	高雄苓雅區三多三路238號	22.614656	120.306037	07-3349010
黃守智小兒科診所	高雄苓雅區忠孝二路54號	22.619205	120.3085083	07-3328678
高雄市立凱旋醫院	高雄苓雅區凱旋二路130號	22.6251221	120.3240374	07-7513171
同慶診所	高雄苓雅區同慶路78號	22.6276624	120.3210022	07-2260957
嘉祐耳鼻喉科診所	高雄前鎮區一心一路388號1樓	22.60905	120.3161	07-3318012
昭哲診所	高雄前鎮區永豐路214號1樓	22.6087133	120.3333286	07-7136366
張朝金家庭醫學科外科診所	高雄前鎮區瑞隆路631號	22.6049297	120.3253069	07-7119401
聖青診所	高雄前鎮區草衙一路112號	22.584251	120.322361	07-8310970
佑鎮診所	高雄前鎮區樹人路128號	22.588482	120.320098	07-8121606
吳泰成耳鼻喉科診所	高雄前鎮區林森三路150號	22.613645	120.308841	07-3361136
宏昇診所	高雄前鎮區草衙二路470號1樓	22.579973	120.323041	07-8112522
祥全診所	高雄前鎮區一心二路86號	22.611524	120.310437	07-3340393
永豐診所	高雄前鎮區永豐路110號	22.6064854	120.3335864	07-7515678
親親診所	高雄前鎮區一心一路402號	22.6094335	120.3151409	07-3391078
黃裕峯耳鼻喉科診所	高雄前鎮區保泰路427號	22.6042236	120.3361135	07-7268385
吳信宏耳鼻喉科小兒科診所	高雄前鎮區三多二路401號	22.617845	120.316638	07-3334258
永祥診所	高雄前鎮區永豐路110號1樓	22.6064854	120.3335864	07-7515678
佳欣婦幼醫院	高雄前鎮區三多三路149號	22.615646	120.3102381	07-3312233
龔國祥內科診所	高雄前鎮區前鎮區復興三路301號	22.585435	120.309562	07-5351123
達仁診所	高雄前鎮區崗山南街468號	22.6011189	120.3299508	07-7250328
曾長安診所	高雄前鎮區二聖一路170號	22.6123951	120.3229339	07-7219955
前鎮長青診所	高雄前鎮區凱旋三路83號	22.6068403	120.3247667	07-7225270
德豐診所	高雄前鎮區光華三路269號	22.6067181	120.3159135	07-5363587
樹德診所	高雄前鎮區樹人路281號	22.591326	120.3173429	07-8151892
劉志明耳鼻喉科診所	高雄前鎮區一心一路482號	22.609907	120.314274	07-3363311
全家診所	高雄前鎮區二聖一路92號	22.6121424	120.3247128	07-7273688
博聖診所	高雄前鎮區擴建一路59號	22.5913016	120.306618	07-8218252
邱仲禮診所	高雄前鎮區鎮榮街45號	22.5905373	120.3116373	07-8211363
國軍高雄門診中心	高雄前鎮區光華二路51號	22.609925	120.31686	07-3344003
林正宗診所	高雄前鎮區一心一路404號	22.6095389	120.3148734	07-3303615
林慶端診所	高雄前鎮區和平二路293號	22.615289	120.3223958	07-7616392
永興診所	高雄前鎮區鎮興路222號	22.5930026	120.311642	07-8157006
瑞祥醫院	高雄前鎮區班超路92號	22.6025989	120.3249605	07-7717503
美和診所	高雄前鎮區翠亨北路577號1樓	22.5923598	120.3129618	07-8120053
大家診所	高雄前鎮區草衙二路430號	22.579295	120.322706	07-8117772
美德聯合診所	高雄前鎮區草衙二路385號	22.578366	120.322241	07-8156375
大鈞診所	高雄前鎮區草衙二路430號	22.579295	120.322706	07-8117772
宏恩診所	高雄前鎮區正勤路71號1樓	22.603048	120.305572	07-5370666
楊榮超診所	高雄前鎮區一心二路133號	22.612133	120.3082721	07-3382616
宋銘宏診所	高雄前鎮區一心二路49號	22.611305	120.310255	07-5378812
大福診所	高雄前鎮區光華二路159號	22.6116638	120.31744	07-3317601
瑞隆診所	高雄前鎮區瑞隆路373號	22.6053693	120.3310164	07-7512055
蕭基昌耳鼻喉科診所	高雄前鎮區永豐路91號	22.6059361	120.3333494	07-7510098
謝麗煌小兒科內科診所	高雄前鎮區隆興街151號	22.6058089	120.3278002	07-7716485
吉泰內科診所	高雄前鎮區保泰路419號	22.6039461	120.3356567	07-7616000
陳文宏診所	高雄前鎮區瑞隆路319號	22.6054267	120.3323648	07-7131516
新生聯合診所	高雄前鎮區中山二路238號	22.6118415	120.3055913	07-3340129
瑞安診所	高雄前鎮區公正路268號	22.6078822	120.3307119	07-7616420
吳昆哲婦產小兒科	高雄前鎮區民權二路430號	22.6120447	120.3143343	07-3319611
南隆小兒科診所	高雄前鎮區林森三路146號1樓	22.613495	120.308753	07-3382967
慶大診所	高雄前鎮區中華五路993號2樓	22.602623	120.305884	07-5366226
維康診所	高雄前鎮區鄭和路45號	22.60748	120.313533	07-3345373
尚佑診所	高雄前鎮區中華五路987號1至2樓	22.602385	120.305978	07-5376995
陳方明診所	高雄前鎮區一心二路59號1樓	22.611402	120.310009	07-5374381
尚正診所	高雄前鎮區一心二路47之1號	22.611282	120.310307	07-5361568
蘇素環神經科診所	高雄新興區忠孝一路508號	22.6362212	120.3066094	07-2366661
家佳診所	高雄新興區和平一路193號1至2樓	22.630773	120.317605	07-2234383
蘇鉉釗耳鼻喉科診所	高雄新興區林森一路276號1至2樓	22.6362409	120.3052472	07-2379119
光晴診所	高雄新興區開封路31號1樓	22.628339	120.311368	07-2260591
馬敘強診所	高雄新興區林森一路37之1號1樓	22.6238277	120.3050041	07-2817220
蔡瑞聲診所	高雄新興區中正三路63號1樓	22.6308216	120.3077475	07-2413388
健和診所	高雄新興區青年一路278號1至4樓	22.6217523	120.3070698	07-2513388
偉峰診所	高雄新興區林森一路126號1樓	22.6284674	120.3045571	07-2820396
周玉祺診所	高雄新興區六合路157號1至2樓	22.631969	120.314867	07-2262128
毛重富耳鼻喉科診所	高雄新興區復興一路107之1號	22.6328768	120.3082012	07-2350168
紀耳鼻喉科診所	高雄新興區林森一路154號之1	22.629727	120.3047	07-2719087
惠仁醫院	高雄新興區中山一路67號之2	22.6298744	120.3015188	07-2010196
增田診所	高雄新興區八德一路155號1樓	22.6353647	120.3092733	07-2363128
七賢脊椎外科醫院	高雄新興區七賢一路420號B1至8樓	22.6344715	120.3060514	07-2385878
幸生診所	高雄新興區民生一路240號	22.6277497	120.3069928	07-2151357
南和診所	高雄新興區南台路37之2號	22.6301471	120.3005914	07-2722217
愛心內兒科診所	高雄新興區仁愛二街8號	22.6224574	120.3086278	07-2017680
陳中柱外內科診所	高雄新興區林森一路120號	22.6283436	120.3045545	07-2815287
張榮州婦產科診所	高雄新興區忠孝一路249號1至3樓	22.6313866	120.3059028	07-2361377
立人健康診所	高雄新興區大同一路200號3樓	22.6288247	120.300067	07-2811668
謝德利診所	高雄新興區林森一路158號	22.6299265	120.3046645	07-2413308
葉英鏘診所	高雄新興區洛陽街1號	22.632746	120.309078	07-2387871
吳國欽內科診所	高雄新興區民主路71號1樓	22.6326397	120.2987042	07-2870789
七賢診所	高雄新興區七賢二路89號1樓	22.633984	120.298701	07-2887338
展華內兒科診所	高雄新興區八德一路182號	22.6356017	120.3088371	07-2386222
東生診所	高雄新興區五福一路86號	22.627504	120.313761	07-2238481
維格皮膚科診所	高雄新興區五福一路120號1樓	22.627242	120.312898	07-2291237
王育彥耳鼻喉科診所	高雄新興區七賢一路476號	22.6345964	120.304189	07-2352268
新華醫院	高雄新興區七賢二路９７號	22.6339008	120.2984378	07-2876080
蘇榮茂診所	高雄新興區民族二路76號1至4樓	22.633049	120.313776	07-2231243
張正國診所	高雄新興區忠孝一路19號1樓	22.6223366	120.3070248	07-2161238
好生診所	高雄前金區七賢二路183號1至3樓	22.6331171	120.2959917	07-2867000
宏祐診所	高雄前金區中正四路124號1樓	22.630132	120.297566	07-2856777
蔡國晉家庭醫學科診所	高雄前金區瑞源路189號	22.634852	120.296006	07-2858371
大明診所	高雄前金區新田路220號1樓	22.6210211	120.2995935	07-2413103
高雄市立大同醫院	高雄前金區中華三路68號	22.6269695	120.2972463	07-2911101
吉田耳鼻喉科診所	高雄前金區自強一路63號B1至2樓	22.6310612	120.2929452	07-2113165
余國榮耳鼻咽喉科診所	高雄前金區中華三路227號1樓	22.6337932	120.2939628	07-2167126
健新醫院	高雄前金區七賢二路295號	22.6313717	120.2907355	07-2613866
上琳醫院	高雄前金區自強一路67號B1至7樓	22.6312068	120.2928641	07-2828668
大郭診所	高雄前金區自強二路69號	22.624062	120.2956856	07-2412233
王銘燦皮膚科診所	高雄前金區民生二路129號1樓	22.624872	120.295179	07-2618500
文宏耳鼻喉科診所	高雄前金區自強二路20號1樓	22.6223531	120.296575	07-2515198
